
1550759066291,2019-02-21,19:54:26.291,2019-02-22,17:54:26.291,45.833333333333336,2019-02-21 19:54:26.615
1550759246783,2019-02-21,19:57:26.901,2019-02-22,07:57:26.901,50.0,2019-02-21 19:57:27.201
1550759289410,2019-02-21,19:58:09.541,2019-02-22,07:58:09.541,50.0,2019-02-21 19:58:09.841
1550759303101,2019-02-21,19:58:23.101,2019-02-22,07:58:23.101,75.0,2019-02-21 19:58:23.343
1550762591705,2019-02-21,20:53:11.818,2019-02-23,16:53:11.818,91.66666666666667,2019-02-21 20:53:12.219
1550762591705,2019-02-21,20:53:11,2019-02-21,20:54:16.587,0.0,2019-02-21 20:54:16.659
1550836679278,2019-02-22,17:27:59.530,2019-02-22,20:27:59.530,12.5,2019-02-22 17:28:00.098
1550836733520,2019-02-22,17:28:53.520,2019-02-22,19:28:53.520,12.5,2019-02-22 17:28:53.771
1550759303101,2019-02-21,19:58:23,2019-02-22,17:31:39.739,137.5,2019-02-22 17:31:40.094
1550837622239,2019-02-22,17:43:42.368,2019-02-23,05:43:42.368,50.0,2019-02-22 17:43:42.91
1550837814308,2019-02-22,17:46:54.423,2019-02-23,05:46:54.423,50.0,2019-02-22 17:46:54.769
1550837930837,2019-02-22,17:48:50.959,2019-02-23,05:48:50.959,50.0,2019-02-22 17:48:51.186
1550681897346,2019-02-20,22:28:17,2019-02-22,17:49:32.285,183.33333333333334,2019-02-22 17:49:32.425
1550683293969,2019-02-20,22:51:34,2019-02-22,17:50:23.577,89.58333333333333,2019-02-22 17:50:23.712
1551649222797,2019-03-04,03:10:22.873,2019-03-04,16:10:22.873,54.166666666666664,2019-03-04 03:10:23.331
1551649222797,2019-03-04,03:10:22,2019-03-04,03:11:35.980,0.0,2019-03-04 03:11:36.064
1551805014399,2019-03-05,22:26:54.481,2019-03-06,00:26:54.481,8.333333333333334,2019-03-05 22:26:58.366
1551807013822,2019-03-05,23:00:13.942,2019-03-06,19:00:13.942,83.33333333333333,2019-03-05 23:00:14.756
1551807118270,2019-03-05,23:01:58.270,2019-03-06,11:01:58.270,25.0,2019-03-05 23:01:58.633
1551807013822,2019-03-05,23:00:13,2019-03-05,23:03:00.257,0.0,2019-03-05 23:03:00.381
1551807118270,2019-03-05,23:01:58,2019-03-05,23:07:47.177,0.0,2019-03-05 23:07:47.283
1551892109594,2019-03-06,22:38:29.710,2019-03-07,10:38:29.710,25.0,2019-03-06 22:38:30.408
1551892802027,2019-03-06,22:50:02.085,2019-03-06,23:50:02.085,2.0833333333333335,2019-03-06 22:50:02.58
1551942764921,2019-03-07,12:42:45.124,2019-03-08,00:42:45.124,75.0,2019-03-07 12:42:45.728
1551942986379,2019-03-07,12:46:26.433,2019-03-08,01:46:26.433,54.166666666666664,2019-03-07 12:46:26.897
1551943243895,2019-03-07,12:50:43.951,2019-03-07,19:50:43.951,14.583333333333334,2019-03-07 12:50:44.431
1551943993609,2019-03-07,13:03:14.582,2019-03-08,01:03:14.582,25.0,2019-03-07 13:03:15.472
1551648622822,2019-03-04,03:00:22,2019-03-07,13:05:34.582,512.5,2019-03-07 13:05:34.687
1551944317562,2019-03-07,13:08:37.628,2019-03-07,16:08:37.628,6.25,2019-03-07 13:08:37.951
1551944317562,2019-03-07,13:08:37,2019-03-07,13:09:07.624,0.0,2019-03-07 13:09:07.702
1551944383862,2019-03-07,13:09:43.862,2019-03-08,01:09:43.862,25.0,2019-03-07 13:09:44.334
1551949370714,2019-03-07,14:32:50.828,2019-03-07,16:32:50.828,8.333333333333334,2019-03-07 14:32:51.225
1551949611832,2019-03-07,14:36:51.906,2019-03-08,02:36:51.906,50.0,2019-03-07 14:36:52.414
1551949669234,2019-03-07,14:37:49.234,2019-03-08,02:37:49.234,50.0,2019-03-07 14:37:49.513
1551950273238,2019-03-07,14:47:53.297,2019-03-08,02:47:53.297,50.0,2019-03-07 14:47:53.878
1551950568172,2019-03-07,14:52:48.172,2019-03-08,12:52:48.172,91.66666666666667,2019-03-07 14:52:48.535
1551950592736,2019-03-07,14:53:12.736,2019-03-08,12:53:12.736,137.5,2019-03-07 14:53:13.095
1551950592736,2019-03-07,14:53:12,2019-03-07,14:53:40.491,0.0,2019-03-07 14:53:40.608
1551950659978,2019-03-07,14:54:19.978,2019-03-07,17:54:19.978,6.25,2019-03-07 14:54:20.301
1551975463850,2019-03-07,21:47:43.937,2019-03-08,00:47:43.937,6.25,2019-03-07 21:47:44.465
1551975463850,2019-03-07,21:47:43,2019-03-07,21:48:23.549,0.0,2019-03-07 21:48:23.659
1551975629262,2019-03-07,21:50:29.318,2019-03-08,20:50:29.318,95.83333333333333,2019-03-07 21:50:29.741
1551976412272,2019-03-07,22:03:32.432,2019-03-09,07:03:32.432,68.75,2019-03-07 22:03:33.618
1551976412272,2019-03-07,22:03:32,2019-03-07,22:04:03.566,0.0,2019-03-07 22:04:04.561
