
1550759066291,2019-02-21,19:54:26.291,2019-02-22,17:54:26.291,45.833333333333336,2019-02-21 19:54:26.438
1550759246783,2019-02-21,19:57:26.901,2019-02-22,07:57:26.901,50.0,2019-02-21 19:57:27.071
1550759289410,2019-02-21,19:58:09.541,2019-02-22,07:58:09.541,50.0,2019-02-21 19:58:09.704
1550759303101,2019-02-21,19:58:23.101,2019-02-22,07:58:23.101,75.0,2019-02-21 19:58:23.259
1550762591705,2019-02-21,20:53:11.818,2019-02-23,16:53:11.818,91.66666666666667,2019-02-21 20:53:11.986
1550836679278,2019-02-22,17:27:59.530,2019-02-22,20:27:59.530,12.5,2019-02-22 17:27:59.887
1550836733520,2019-02-22,17:28:53.520,2019-02-22,19:28:53.520,12.5,2019-02-22 17:28:53.637
1550837622239,2019-02-22,17:43:42.368,2019-02-23,05:43:42.368,50.0,2019-02-22 17:43:42.598
1550837814308,2019-02-22,17:46:54.423,2019-02-23,05:46:54.423,50.0,2019-02-22 17:46:54.528
1550837930837,2019-02-22,17:48:50.959,2019-02-23,05:48:50.959,50.0,2019-02-22 17:48:51.089
1551649222797,2019-03-04,03:10:22.873,2019-03-04,16:10:22.873,54.166666666666664,2019-03-04 03:10:23.15
1551805014399,2019-03-05,22:26:54.481,2019-03-06,00:26:54.481,8.333333333333334,2019-03-05 22:26:55.598
1551807013822,2019-03-05,23:00:13.942,2019-03-06,19:00:13.942,83.33333333333333,2019-03-05 23:00:14.504
1551807118270,2019-03-05,23:01:58.270,2019-03-06,11:01:58.270,25.0,2019-03-05 23:01:58.455
1551892109594,2019-03-06,22:38:29.710,2019-03-07,10:38:29.710,25.0,2019-03-06 22:38:30.124
1551892802027,2019-03-06,22:50:02.085,2019-03-06,23:50:02.085,2.0833333333333335,2019-03-06 22:50:02.367
1551942764921,2019-03-07,12:42:45.124,2019-03-08,00:42:45.124,75.0,2019-03-07 12:42:45.426
1551942986379,2019-03-07,12:46:26.433,2019-03-08,01:46:26.433,54.166666666666664,2019-03-07 12:46:26.616
1551943243895,2019-03-07,12:50:43.951,2019-03-07,19:50:43.951,14.583333333333334,2019-03-07 12:50:44.099
1551943993609,2019-03-07,13:03:14.582,2019-03-08,01:03:14.582,25.0,2019-03-07 13:03:15.179
1551944317562,2019-03-07,13:08:37.628,2019-03-07,16:08:37.628,6.25,2019-03-07 13:08:37.829
1551944383862,2019-03-07,13:09:43.862,2019-03-08,01:09:43.862,25.0,2019-03-07 13:09:44.079
1551949370714,2019-03-07,14:32:50.828,2019-03-07,16:32:50.828,8.333333333333334,2019-03-07 14:32:51.028
1551949611832,2019-03-07,14:36:51.906,2019-03-08,02:36:51.906,50.0,2019-03-07 14:36:52.187
1551949669234,2019-03-07,14:37:49.234,2019-03-08,02:37:49.234,50.0,2019-03-07 14:37:49.346
1551950273238,2019-03-07,14:47:53.297,2019-03-08,02:47:53.297,50.0,2019-03-07 14:47:53.537
1551950568172,2019-03-07,14:52:48.172,2019-03-08,12:52:48.172,91.66666666666667,2019-03-07 14:52:48.369
1551950592736,2019-03-07,14:53:12.736,2019-03-08,12:53:12.736,137.5,2019-03-07 14:53:12.884
1551950659978,2019-03-07,14:54:19.978,2019-03-07,17:54:19.978,6.25,2019-03-07 14:54:20.191
1551975463850,2019-03-07,21:47:43.937,2019-03-08,00:47:43.937,6.25,2019-03-07 21:47:44.193
1551975629262,2019-03-07,21:50:29.318,2019-03-08,20:50:29.318,95.83333333333333,2019-03-07 21:50:29.544
